DIN,Director_Name,CIN,Company_Name,Designation,Date_of_Appointment,Date_of_Cessation,Nationality,Gender,Synthetic_Ring_ID
9377290,Rajesh Nair,U46310PB2014PTC100826,Prime Systems Private Limited,Managing Director,17/06/2014,,Indian,Male,
9096900,Pradeep Gupta,U64990DL2023PTC100411,Vardhan Foods Private Limited,Whole-time Director,16/11/2023,,Indian,Male,
9064589,Gaurav Chauhan,U45201RJ2014PLC100273,Royal Textiles Limited,Independent Director,01/07/2014,,Indian,Male,
8715877,Vinod Joshi,U82990WB2010PTC100161,Superior Merchants Private Limited,Director,13/01/2010,,Indian,Male,
9529211,Rahul Nair,U52290RJ2012PTC100211,Universal Retail Private Limited,Additional Director,06/07/2012,,Indian,Male,
8770829,Harish Nair,U46900TG2016PTC100898,Prime Commodities Private Limited,Managing Director,02/02/2016,,Indian,Male,
8708323,Manoj Dubey,U47190UP2021PTC100126,Shree Overseas Private Limited,Nominee Director,06/08/2021,,Indian,Male,
9948461,Sandeep Malhotra,U46310RJ2019PTC100009,Vantage Developers Private Limited,Whole-time Director,17/10/2019,,Indian,Male,RING-02
8573157,Vishal Yadav,U63990TN2010PTC100285,Falcon Developers Private Limited,Whole-time Director,21/07/2010,,Indian,Male,
9599101,Vivek Sharma,U64990RJ2019PTC100015,Vantage Solutions Private Limited,Managing Director,12/10/2019,,Indian,Male,RING-02
8489318,Girish Bhatia,U70200MH2007PTC100799,Shakti Logistics Private Limited,Nominee Director,25/05/2007,,Indian,Male,
8691240,Shalini Agarwal,U70200HR2008PTC100380,Continental Industries Private Limited,Additional Director,30/08/2008,,Indian,Female,
8214515,Jyoti Reddy,U70200DL2025PTC100947,Vertex Enterprises Private Limited,Whole-time Director,12/02/2025,,Indian,Female,
9825481,Sanjay Dubey,U45201RJ2016PTC100347,Meridian Distributors Private Limited,Whole-time Director,07/10/2016,,Indian,Male,
9878420,Praveen Trivedi,U63990PB2021PLC100217,Orion Industries Limited,Director,21/12/2021,,Indian,Male,
8498273,Vinod Agarwal,U41001RJ2013PTC100164,Shree Solutions Private Limited,Independent Director,06/09/2013,,Indian,Male,
8684805,Praveen Tiwari,U82990TN2024PTC100388,Nova Trading Private Limited,Nominee Director,25/04/2024,,Indian,Male,
8200986,Ashok Verma,U46310HR2009PLC100795,Royal Pharma Limited,Director,28/01/2009,,Indian,Male,
8802055,Kunal Sharma,U10610TG2018PLC100818,Golden Traders Limited,Director,23/12/2018,,Indian,Male,
9122046,Kunal Chauhan,U10610TG2005PTC100222,Orion Developers Private Limited,Director,28/11/2005,,Indian,Male,
9711586,Aparna Chopra,U74999UP2014PTC100318,Orion Infra Private Limited,Managing Director,16/07/2014,,Indian,Female,
8459680,Ajay Bansal,U63990HR2014PTC100733,Krishna Merchants Private Limited,Director,29/08/2014,,Indian,Male,
8859711,Priya Agarwal,U74999TG2013PLC100979,Aastha Trading Limited,Managing Director,29/04/2013,,Indian,Female,
8832059,Vishal Jain,U10610DL2009PTC100453,Silver Foods Private Limited,Additional Director,30/05/2009,,Indian,Male,
8138598,Pradeep Dubey,U62011TN2009PLC100512,Everest Trading Limited,Managing Director,29/05/2009,,Indian,Male,
8340791,Ishaan Saxena,U41001MH2021PTC100096,Lakshmi Merchants Private Limited,Additional Director,04/10/2021,,Indian,Male,RING-14
9583409,Arun Singh,U45201TN2022PLC100792,Sai Infra Limited,Director,25/10/2022,,Indian,Male,
8073126,Amit Chauhan,U45201KA2010PLC100604,Pioneer Enterprises Limited,Director,12/04/2010,,Indian,Male,
9581746,Nisha Yadav,U63990DL2005PTC100846,Om Investments Private Limited,Managing Director,26/06/2005,,Indian,Female,
8408825,Alok Goyal,U70200MH2022PTC100480,Elite Systems Private Limited,Director,28/04/2022,,Indian,Male,
8067232,Seema Dubey,U45201PB2011PTC100329,Vardhan Chemicals Private Limited,Nominee Director,05/12/2011,,Indian,Female,
8311570,Mahesh Malhotra,U46900RJ2019PTC100873,Zenith Impex Private Limited,Whole-time Director,30/01/2020,,Indian,Male,
9542122,Ishaan Khanna,U46900MH2007PTC100601,Diamond Retail Private Limited,Managing Director,17/06/2007,,Indian,Male,
8235660,Naresh Shah,U74999UP2014PTC100201,National Exports Private Limited,Whole-time Director,23/07/2014,,Indian,Male,
9049126,Nitin Singh,U82990KA2023PTC100062,Sunrise Trading Private Limited,Nominee Director,04/09/2023,,Indian,Male,RING-10
9873001,Alok Pandey,U64990MH2020PLC100715,Diamond Investments Limited,Director,12/05/2020,,Indian,Male,
9616368,Yogesh Rao,U41001KA2020PTC100407,Silver Investments Private Limited,Director,03/01/2021,,Indian,Male,
9383794,Harish Bansal,U62011DL2026PTC100725,Horizon Distributors Private Limited,Director,28/03/2026,,Indian,Male,
8192874,Girish Goyal,U41001WB2005PTC100358,Trident Finance Private Limited,Nominee Director,15/03/2005,,Indian,Male,
9637743,Rekha Chopra,U64990PB2016PTC100853,Meridian Pharma Private Limited,Additional Director,06/01/2017,,Indian,Female,
9964878,Geeta Verma,U14101GJ2007PTC100557,Ganesh Constructions Private Limited,Independent Director,17/06/2007,,Indian,Female,
8546685,Mukesh Mishra,U62011PB2005PTC100261,Diamond Services Private Limited,Managing Director,23/03/2005,,Indian,Male,
9416630,Meena Bansal,U74999DL2007PTC100784,Aastha Traders Private Limited,Director,05/04/2007,,Indian,Female,
8716449,Bharat Tiwari,U52290UP2021PTC100286,Vaibhav Exports Private Limited,Whole-time Director,06/04/2021,,Indian,Male,
8729221,Vijay Desai,U47190HR2007PLC100961,Universal Overseas Limited,Managing Director,25/08/2007,,Indian,Male,
8791868,Gaurav Shah,U70200MH2018PTC100946,Pioneer Realty Private Limited,Director,21/10/2018,,Indian,Male,
8026052,Dinesh Rao,U46900UP2014PLC100236,Apex Developers Limited,Whole-time Director,26/05/2014,,Indian,Male,
8486014,Praveen Chopra,U10610MH2014PTC100234,Royal Traders Private Limited,Managing Director,31/01/2015,,Indian,Male,
9926305,Vikram Kumar,U10610PB2010PTC100759,Silver Impex Private Limited,Nominee Director,20/02/2010,,Indian,Male,
9319496,Naresh Goyal,U46900HR2011PTC100880,Bharat Services Private Limited,Director,12/10/2011,,Indian,Male,
8093768,Alok Rao,U74999DL2007PTC100784,Aastha Traders Private Limited,Nominee Director,20/04/2007,,Indian,Male,
9599101,Vivek Sharma,U45201RJ2019PTC100008,Vantage Finance Private Limited,Director,08/10/2019,,Indian,Male,RING-02
9724734,Praveen Jain,U10610HR2024PTC100052,Infinity Commodities Private Limited,Director,19/02/2024,,Indian,Male,RING-08
9478393,Shalini Yadav,U82990DL2021PTC100573,Superior Chemicals Private Limited,Independent Director,02/05/2021,,Indian,Female,
9637743,Rekha Chopra,U46310WB2010PTC100545,Trident Investments Private Limited,Director,20/12/2010,,Indian,Female,
8059187,Gaurav Kapoor,U70200RJ2023PTC100993,Lakshmi Trading Private Limited,Director,20/11/2023,,Indian,Male,
8194925,Alok Singh,U46310GJ2014PTC100871,Shakti Enterprises Private Limited,Managing Director,21/09/2014,,Indian,Male,
9493137,Gaurav Tiwari,U10610TN2008PTC100391,National Logistics Private Limited,Nominee Director,16/06/2008,,Indian,Male,
8727433,Mukesh Verma,U46310WB2013PTC100415,Global Technologies Private Limited,Director,18/11/2013,,Indian,Male,
9447643,Vinod Joshi,U68100GJ2020PTC100098,Anmol Finance Private Limited,Director,02/01/2021,,Indian,Male,RING-15
8505677,Ramesh Tiwari,U47190TG2018PTC100075,Nova Investments Private Limited,Additional Director,29/11/2018,,Indian,Male,RING-12
9798012,Rekha Jain,U41001RJ2023PTC100486,Sai Agro Private Limited,Director,29/08/2023,,Indian,Female,
9725177,Sachin Dubey,U10610TG2015PTC100421,Aastha Impex Private Limited,Director,10/06/2015,,Indian,Male,
9896601,Alok Kapoor,U46900TG2017PTC100291,Royal Exports Private Limited,Additional Director,26/07/2017,,Indian,Male,
9075089,Satish Shah,U63990MH2016PTC100252,Aastha Systems Private Limited,Whole-time Director,04/02/2016,,Indian,Male,
9712750,Nitin Verma,U52290RJ2021PTC100071,Elite Enterprises Private Limited,Independent Director,04/11/2021,,Indian,Male,RING-11
9457432,Satish Malhotra,U62011GJ2026PTC100117,Global Impex Private Limited,Director,08/05/2026,,Indian,Male,
8656249,Rakesh Desai,U70200MH2019PTC100452,Sunrise Consultancy Private Limited,Nominee Director,26/04/2019,,Indian,Male,
9011059,Sunita Iyer,U45201MH2018PTC100944,Vishwa Investments Private Limited,Managing Director,19/04/2018,,Indian,Female,
9065258,Pooja Mishra,U68100GJ2012PTC100456,Falcon Investments Private Limited,Director,20/11/2012,,Indian,Female,
8578007,Nisha Bansal,U82990TG2024PTC100529,Platinum Ventures Private Limited,Nominee Director,19/01/2025,,Indian,Female,
9256077,Amit Patel,U47190RJ2019PTC100007,Vantage Enterprises Private Limited,Managing Director,29/09/2019,,Indian,Male,RING-02
8160427,Rajesh Dubey,U41001MH2020PTC100994,Om Infra Private Limited,Managing Director,25/03/2020,,Indian,Male,
9752084,Bharat Patel,U74999KA2009PTC100226,Meridian Foods Private Limited,Director,20/02/2009,,Indian,Male,
8247588,Madhuri Joshi,U52290WB2024PTC100275,Continental Systems Private Limited,Director,16/09/2024,,Indian,Female,
9733165,Ishaan Agarwal,U10610MH2011PTC100903,Infinity Retail Private Limited,Director,23/10/2011,,Indian,Male,
9013307,Kunal Singh,U46310RJ2006PLC100914,Pioneer Consultancy Limited,Managing Director,09/03/2006,,Indian,Male,
9185798,Manoj Desai,U46310MH2012PTC100644,Sai Logistics Private Limited,Director,14/02/2012,,Indian,Male,
9667525,Shalini Malhotra,U47190KA2009PTC100406,Silver Trading Private Limited,Director,12/12/2009,,Indian,Female,
9504341,Yogesh Singh,U47190KA2013PTC100334,Suvidha Textiles Private Limited,Managing Director,23/08/2013,,Indian,Male,
8202755,Gaurav Joshi,U64990RJ2023PTC100088,Capital Chemicals Private Limited,Director,01/08/2023,,Indian,Male,RING-13
9104266,Mahesh Dubey,U10610HR2005PLC100777,Radiant Agro Limited,Additional Director,05/06/2005,,Indian,Male,
8931573,Gaurav Verma,U74999RJ2022PTC100989,Everest Finance Private Limited,Director,24/12/2022,,Indian,Male,
9964878,Geeta Verma,U46310GJ2005PTC100728,Prime Chemicals Private Limited,Managing Director,03/06/2005,,Indian,Female,
8264719,Sachin Patel,U45201MH2016PTC100445,Vishal Textiles Private Limited,Director,09/09/2016,,Indian,Male,
8263879,Rohit Yadav,U63990HR2013PTC100193,Trident Retail Private Limited,Nominee Director,17/05/2013,,Indian,Male,
8778574,Ravi Pandey,U68100TG2016PTC100403,Radiant Ventures Private Limited,Whole-time Director,23/11/2016,,Indian,Male,
8285428,Naresh Agarwal,U70200RJ2023PTC100993,Lakshmi Trading Private Limited,Director,31/12/2023,,Indian,Male,
8164846,Deepak Singh,U41001KA2017PTC100266,Ganesh Trading Private Limited,Independent Director,29/11/2017,,Indian,Male,
9688227,Rajesh Joshi,U74999TN2015PTC100928,Infinity Logistics Private Limited,Whole-time Director,04/07/2015,,Indian,Male,
8832527,Vijay Singh,U14101UP2024PTC100520,Horizon Consultancy Private Limited,Director,05/02/2025,,Indian,Male,
8576173,Vishal Agarwal,U64990MH2006PTC100493,Trident Textiles Private Limited,Director,09/12/2006,,Indian,Male,
8648712,Mukesh Mishra,U45201KA2010PLC100604,Pioneer Enterprises Limited,Nominee Director,07/05/2010,,Indian,Male,
9908300,Ravi Patel,U14101TN2018PTC100907,Suvidha Pharma Private Limited,Whole-time Director,07/12/2018,,Indian,Male,
9355689,Seema Pandey,U46310WB2011PTC100654,Elite Chemicals Private Limited,Director,11/06/2011,,Indian,Female,
9606056,Rakesh Chopra,U46900KA2019PTC100976,Sunrise Commodities Private Limited,Additional Director,03/03/2019,,Indian,Male,
9542086,Suresh Iyer,U14101MH2006PTC100553,Elite Solutions Private Limited,Director,16/12/2006,,Indian,Male,
8833901,Kavita Pandey,U82990GJ2014PTC100959,Vishwa Realty Private Limited,Director,16/04/2014,,Indian,Female,
8995453,Vishal Kapoor,U10610MH2007PTC100688,Ganesh Merchants Private Limited,Director,06/04/2007,,Indian,Male,
8832718,Anita Khanna,U64990KA2023PTC100064,Sunrise Merchants Private Limited,Director,13/08/2023,,Indian,Female,RING-10
9733165,Ishaan Agarwal,U63990HR2014PTC100733,Krishna Merchants Private Limited,Director,12/09/2014,,Indian,Male,
8140031,Girish Chopra,U46900DL2015PTC100404,Silver Solutions Private Limited,Director,04/09/2015,,Indian,Male,
9042031,Girish Singh,U45201WB2009PLC100975,Ganesh Investments Limited,Managing Director,03/11/2009,,Indian,Male,
8226349,Lata Arora,U52290PB2020PTC100369,Lakshmi Technologies Private Limited,Nominee Director,04/06/2020,,Indian,Female,
8985709,Nisha Arora,U70200MH2017PTC100832,Radiant Merchants Private Limited,Whole-time Director,06/05/2017,,Indian,Female,
8122864,Arun Verma,U10610TG2016PLC100815,Everest Pharma Limited,Whole-time Director,08/09/2016,,Indian,Male,
9227525,Rahul Kumar,U10610MH2019PTC100040,Apex Commodities Private Limited,Nominee Director,17/01/2019,,Indian,Male,RING-06
9073709,Vikram Yadav,U70200MH2018PTC100946,Pioneer Realty Private Limited,Whole-time Director,07/11/2018,,Indian,Male,
9452841,Deepak Chauhan,U45201GJ2020PTC100099,Anmol Developers Private Limited,Director,06/01/2021,,Indian,Male,RING-15
8060543,Seema Malhotra,U63990MH2019PTC100042,Apex Infra Private Limited,Director,12/01/2019,,Indian,Female,RING-06
9594500,Anil Saxena,U46900HR2019PTC100616,Vishal Developers Private Limited,Nominee Director,02/07/2019,,Indian,Male,
8609197,Sunita Patel,U46900HR2019PTC100616,Vishal Developers Private Limited,Director,08/08/2019,,Indian,Female,
9728557,Mukesh Gupta,U68100HR2012PTC100709,Rudra Constructions Private Limited,Director,14/12/2012,,Indian,Male,
9585686,Rajesh Bhatia,U62011TN2025PTC100244,Silver Services Private Limited,Director,13/04/2025,,Indian,Male,
9189594,Vivek Khanna,U47190RJ2025PTC100262,Suvidha Finance Private Limited,Director,28/05/2025,,Indian,Male,
9245753,Rajesh Bhatia,U70200PB2024PTC100729,Vishwa Chemicals Private Limited,Additional Director,10/11/2024,,Indian,Male,
9709690,Vishal Mishra,U46900KA2014PTC100162,Rudra Foods Private Limited,Nominee Director,27/05/2014,,Indian,Male,
9578983,Ramesh Khanna,U45201WB2018PTC100492,Capital Agro Private Limited,Director,17/04/2018,,Indian,Male,
8157818,Sandeep Joshi,U10610TN2024PTC100724,Vikram Textiles Private Limited,Director,20/11/2024,,Indian,Male,
8331141,Suresh Chauhan,U10610HR2012PTC100894,National Distributors Private Limited,Managing Director,03/11/2012,,Indian,Male,
8277953,Ajay Kapoor,U14101TG2020PLC100952,Continental Realty Limited,Director,03/11/2020,,Indian,Male,
9795809,Ashok Shah,U74999TN2012PLC100184,Zenith Technologies Limited,Director,12/10/2012,,Indian,Male,
8879721,Vivek Jain,U10610MH2012PTC100564,Metro Solutions Private Limited,Director,15/07/2012,,Indian,Male,
8324508,Vikram Goyal,U82990HR2006PLC100890,Om Infra Limited,Director,12/07/2006,,Indian,Male,
8906076,Sanjay Goyal,U68100KA2006PTC100371,Pioneer Merchants Private Limited,Director,08/05/2006,,Indian,Male,
9727657,Sandeep Gupta,U45201WB2009PLC100975,Ganesh Investments Limited,Director,05/10/2009,,Indian,Male,
9764047,Yogesh Jain,U64990TN2021PLC100260,Everest Industries Limited,Additional Director,22/12/2021,,Indian,Male,
9474715,Kiran Saxena,U82990MH2019PTC100771,Orion Services Private Limited,Director,05/11/2019,,Indian,Female,
9447643,Vinod Joshi,U70200GJ2020PTC100102,Anmol Realty Private Limited,Additional Director,09/01/2021,,Indian,Male,RING-15
9475540,Madhuri Yadav,U68100HR2011PLC100702,Vishwa Infra Limited,Nominee Director,17/12/2011,,Indian,Female,
8933621,Vijay Nair,U10610MH2019PTC100614,Vaibhav Agro Private Limited,Nominee Director,10/12/2019,,Indian,Male,
9104266,Mahesh Dubey,U14101RJ2006PTC100854,Global Merchants Private Limited,Director,18/01/2007,,Indian,Male,
9050380,Manoj Mishra,U52290MH2011PTC100778,Diamond Commodities Private Limited,Director,09/06/2011,,Indian,Male,
9669277,Rajesh Bhatia,U14101UP2005PTC100267,Aastha Trading Private Limited,Nominee Director,13/02/2006,,Indian,Male,
9904666,Anil Bhatia,U70200DL2025PTC100947,Vertex Enterprises Private Limited,Director,02/04/2025,,Indian,Male,
9364080,Ishaan Rao,U41001WB2019PLC100849,Suvidha Constructions Limited,Nominee Director,04/03/2019,,Indian,Male,
8489663,Praveen Shah,U74999UP2014PTC100201,National Exports Private Limited,Director,23/08/2014,,Indian,Male,
8057737,Ishaan Gupta,U62011WB2014PLC100796,Sai Exports Limited,Managing Director,21/01/2014,,Indian,Male,
9626263,Vivek Bhatia,U52290HR2010PLC100747,Vardhan Consultancy Limited,Director,06/09/2010,,Indian,Male,
9885899,Bharat Shah,U47190TN2023PTC100059,Emerald Pharma Private Limited,Director,19/01/2023,,Indian,Male,RING-09
8752233,Amit Bhatia,U14101WB2016PTC100657,Shakti Commodities Private Limited,Director,27/06/2016,,Indian,Male,
8637392,Praveen Bhatia,U70200GJ2010PTC100862,Shree Consultancy Private Limited,Director,23/06/2010,,Indian,Male,
8416628,Manish Patel,U74999RJ2005PTC100583,Vishwa Retail Private Limited,Director,25/02/2005,,Indian,Male,
9167271,Pradeep Kapoor,U52290DL2006PTC100981,Universal Chemicals Private Limited,Director,27/09/2006,,Indian,Male,
8925930,Rahul Jain,U52290WB2024PTC100275,Continental Systems Private Limited,Director,20/09/2024,,Indian,Male,
9614471,Ishaan Pandey,U52290WB2013PTC100774,Zenith Trading Private Limited,Additional Director,25/10/2013,,Indian,Male,
8691411,Vishal Goyal,U10610RJ2021PTC100074,Elite Exports Private Limited,Managing Director,07/12/2021,,Indian,Male,RING-11
8980385,Divya Goyal,U46310MH2010PTC100489,Falcon Retail Private Limited,Nominee Director,28/03/2010,,Indian,Female,
9634483,Pradeep Dubey,U63990MH2016PTC100252,Aastha Systems Private Limited,Whole-time Director,21/02/2016,,Indian,Male,
8961868,Vinod Pandey,U14101TN2013PLC100837,Pioneer Impex Limited,Additional Director,23/08/2013,,Indian,Male,
8505677,Ramesh Tiwari,U14101TG2018PLC100078,Nova Services Limited,Additional Director,05/11/2018,,Indian,Male,RING-12
9823418,Shobha Sharma,U46310TN2023PTC100114,Anmol Retail Private Limited,Director,28/06/2023,,Indian,Female,RING-16
9024722,Bharat Nair,U82990KA2021PTC100320,Vishal Investments Private Limited,Additional Director,19/04/2021,,Indian,Male,
9669277,Rajesh Bhatia,U82990WB2010PTC100161,Superior Merchants Private Limited,Nominee Director,01/03/2010,,Indian,Male,
9307069,Sanjay Tiwari,U70200MH2025PTC100049,Anmol Agro Private Limited,Whole-time Director,29/05/2025,,Indian,Male,RING-07
8505677,Ramesh Tiwari,U74999TG2018PTC100079,Nova Finance Private Limited,Director,12/11/2018,,Indian,Male,RING-12
8916002,Satish Desai,U45201TN2025PTC100351,Golden Merchants Private Limited,Nominee Director,25/02/2025,,Indian,Male,
9104266,Mahesh Dubey,U10610MH2019PTC100614,Vaibhav Agro Private Limited,Director,21/01/2020,,Indian,Male,
8583808,Naresh Trivedi,U82990KA2023PTC100746,Zenith Developers Private Limited,Director,26/06/2023,,Indian,Male,
8251923,Rajesh Saxena,U70200PB2024PTC100729,Vishwa Chemicals Private Limited,Additional Director,17/12/2024,,Indian,Male,
9369098,Rajesh Tiwari,U46900WB2022PTC100734,Vardhan Textiles Private Limited,Director,21/03/2022,,Indian,Male,
9342700,Gaurav Goyal,U14101TN2025PTC100974,Zenith Foods Private Limited,Nominee Director,16/03/2025,,Indian,Male,
